	Province/State	Country/Region	Confirmed	Deaths	Recovered	recorded_date
36303	Wisconsin	US	8	0	0	Mar-31
36304	Minnesota	US	3	0	0	Mar-31
36305	Vermont	US	152	4	0	Mar-31
36306	Alabama	US	3	0	0	Mar-31
36307	Mississippi	US	6	0	0	Mar-31
36308	Oklahoma	US	1	0	0	Mar-31
36309	Illinois	US	13	0	0	Mar-31
36310	Kentucky	US	7	0	0	Mar-31
36311	Missouri	US	12	0	0	Mar-31
36312	New Mexico	US	2	0	0	Mar-31
36313	Florida	US	19	2	0	Mar-31
36314	Oregon	US	50	3	0	Mar-31
36315	Louisiana	US	8	0	0	Mar-31
36316	Mississippi	US	1	0	0	Mar-31
36317	Tennessee	US	2	0	0	Mar-31
36318	Washington	US	8	0	0	Mar-31
36319	Michigan	US	1	0	0	Mar-31
36320	South Carolina	US	25	1	0	Mar-31
36321	Pennsylvania	US	3	0	0	Mar-31
36322	Arkansas	US	24	0	0	Mar-31
36323	Illinois	US	1	0	0	Mar-31
36324	Indiana	US	33	0	0	Mar-31
36325	Kentucky	US	8	0	0	Mar-31
36326	Nevada	US	869	23	0	Mar-31
36327	Ohio	US	6	0	0	Mar-31
36328	South Dakota	US	1	0	0	Mar-31
36329	Washington	US	116	6	0	Mar-31
36330	Wisconsin	US	3	0	0	Mar-31
36331	Georgia	US	50	5	0	Mar-31
36332	Mississippi	US	4	0	0	Mar-31
36333	Oregon	US	3	0	0	Mar-31
36334	Alabama	US	2	0	0	Mar-31
36335	Florida	US	41	5	0	Mar-31
36336	Georgia	US	4	0	0	Mar-31
36337	Indiana	US	1	0	0	Mar-31
36338	Kansas	US	1	0	0	Mar-31
36339	Minnesota	US	6	0	0	Mar-31
36340	Mississippi	US	4	0	0	Mar-31
36341	Missouri	US	16	0	0	Mar-31
36342	North Carolina	US	1	0	0	Mar-31
36343	South Dakota	US	3	0	0	Mar-31
36344	Georgia	US	104	3	0	Mar-31
36345	Iowa	US	1	0	0	Mar-31
36346	Colorado	US	4	0	0	Mar-31
36347	Pennsylvania	US	4	0	0	Mar-31
36348	Minnesota	US	2	0	0	Mar-31
36349	Alabama	US	5	0	0	Mar-31
36350	Arkansas	US	61	1	0	Mar-31
36351	Ohio	US	10	0	0	Mar-31
36352	Arkansas	US	5	0	0	Mar-31
36353	North Carolina	US	6	0	0	Mar-31
36354	Oklahoma	US	65	6	0	Mar-31
36355	Georgia	US	1	0	0	Mar-31
36356	Illinois	US	7	0	0	Mar-31
36357	Indiana	US	1	0	0	Mar-31
36358	Iowa	US	5	0	0	Mar-31
36359	Michigan	US	24	0	0	Mar-31
36360	Missouri	US	4	0	0	Mar-31
36361	New York	US	21	0	0	Mar-31
36362	Ohio	US	3	0	0	Mar-31
36363	Mississippi	US	21	0	0	Mar-31
36364	Georgia	US	279	12	0	Mar-31
36365	Arizona	US	4	0	0	Mar-31
36366	Tennessee	US	1	0	0	Mar-31
36367	Arizona	US	81	2	0	Mar-31
36368	South Dakota	US	5	0	0	Mar-31
36369	Georgia	US	11	0	0	Mar-31
36370	Tennessee	US	1	0	0	Mar-31
36371	Kansas	US	14	0	0	Mar-31
36372	Alabama	US	4	0	0	Mar-31
36373	Missouri	US	25	0	0	Mar-31
36374	South Carolina	US	5	0	0	Mar-31
36375	Florida	US	146	1	0	Mar-31
36376	Texas	US	160	1	0	Mar-31
36377	Texas	US	2	0	0	Mar-31
36378	Georgia	US	18	1	0	Mar-31
36379	Arkansas	US	1	0	0	Mar-31
36380	Florida	US	3	0	0	Mar-31
36381	Georgia	US	24	0	0	Mar-31
36382	New York	US	36	1	0	Mar-31
36383	Oregon	US	1	0	0	Mar-31
36384	Pennsylvania	US	7	0	0	Mar-31
36385	Washington	US	1	0	0	Mar-31
36386	Wisconsin	US	14	0	0	Mar-31
36387	Ohio	US	15	2	0	Mar-31
36388	North Carolina	US	4	0	0	Mar-31
36389	California	US	1	0	0	Mar-31
36390	Texas	US	11	2	0	Mar-31
36391	Oklahoma	US	15	0	0	Mar-31
36392	Texas	US	2	0	0	Mar-31
36393	Louisiana	US	3	0	0	Mar-31
36394	California	US	212	3	0	Mar-31
36395	Wyoming	US	1	0	0	Mar-31
36396	Arkansas	US	1	1	0	Mar-31
36397	Georgia	US	1	0	0	Mar-31
36398	Illinois	US	4496	61	0	Mar-31
36399	Missouri	US	2	0	0	Mar-31
36400	Alabama	US	4	0	0	Mar-31
36401	Mississippi	US	9	0	0	Mar-31
36402	New York	US	10	0	0	Mar-31
36403	Texas	US	1	0	0	Mar-31
36404	Ohio	US	5	0	0	Mar-31
36405	Colorado	US	3	0	0	Mar-31
36406	Oklahoma	US	1	0	0	Mar-31
36407	Minnesota	US	2	0	0	Mar-31
36408	Alabama	US	2	0	0	Mar-31
36409	Mississippi	US	2	0	0	Mar-31
36410	Georgia	US	41	2	0	Mar-31
36411	Washington	US	14	0	0	Mar-31
36412	Oklahoma	US	1	0	0	Mar-31
36413	Arkansas	US	8	0	0	Mar-31
36414	Texas	US	2	0	0	Mar-31
36415	North Carolina	US	6	0	0	Mar-31
36416	Arkansas	US	1	0	0	Mar-31
36417	Illinois	US	1	0	0	Mar-31
36418	Indiana	US	1	0	0	Mar-31
36419	Iowa	US	1	0	0	Mar-31
36420	Kansas	US	5	1	0	Mar-31
36421	Michigan	US	1	0	0	Mar-31
36422	Missouri	US	1	0	0	Mar-31
36423	Ohio	US	5	0	0	Mar-31
36424	Pennsylvania	US	4	0	0	Mar-31
36425	Oklahoma	US	21	1	0	Mar-31
36426	Alabama	US	1	0	0	Mar-31
36427	Georgia	US	15	0	0	Mar-31
36428	Arkansas	US	17	0	0	Mar-31
36429	Arkansas	US	1	0	0	Mar-31
36430	Colorado	US	1	1	0	Mar-31
36431	Alabama	US	8	0	0	Mar-31
36432	Virginia	US	3	0	0	Mar-31
36433	Illinois	US	1	0	0	Mar-31
36434	Maine	US	169	3	0	Mar-31
36435	New Jersey	US	18	1	0	Mar-31
36436	North Carolina	US	18	0	0	Mar-31
36437	Pennsylvania	US	36	1	0	Mar-31
36438	Tennessee	US	11	0	0	Mar-31
36439	North Carolina	US	1	0	0	Mar-31
36440	New Mexico	US	3	0	0	Mar-31
36441	Idaho	US	1	0	0	Mar-31
36442	Oklahoma	US	4	0	0	Mar-31
36443	Ohio	US	527	6	0	Mar-31
36444	Georgia	US	1	0	0	Mar-31
36445	Minnesota	US	47	0	0	Mar-31
36446	Alabama	US	2	0	0	Mar-31
36447	Iowa	US	25	0	0	Mar-31
36448	Texas	US	631	13	0	Mar-31
36449	Wisconsin	US	214	2	0	Mar-31
36450	Virginia	US	4	0	0	Mar-31
36451	North Carolina	US	2	0	0	Mar-31
36452	Ohio	US	13	1	0	Mar-31
36453	South Carolina	US	11	0	0	Mar-31
36454	Pennsylvania	US	45	1	0	Mar-31
36455	North Carolina	US	22	0	0	Mar-31
36456	Tennessee	US	541	3	0	Mar-31
36457	North Carolina	US	11	0	0	Mar-31
36458	Kentucky	US	34	0	0	Mar-31
36459	Utah	US	84	1	0	Mar-31
36460	South Dakota	US	2	0	0	Mar-31
36461	Georgia	US	10	0	0	Mar-31
36462	Nebraska	US	1	0	0	Mar-31
36463	Texas	US	3	0	0	Mar-31
36464	Louisiana	US	30	1	0	Mar-31
36465	Alabama	US	4	0	0	Mar-31
36466	Georgia	US	335	3	0	Mar-31
36467	Illinois	US	9	0	0	Mar-31
36468	Indiana	US	1	0	0	Mar-31
36469	Tennessee	US	4	0	0	Mar-31
36470	Florida	US	7	1	0	Mar-31
36471	Mississippi	US	84	1	0	Mar-31
36472	Texas	US	6	0	0	Mar-31
36473	Texas	US	2	0	0	Mar-31
36474	Indiana	US	14	1	0	Mar-31
36475	Georgia	US	7	0	0	Mar-31
36476	Indiana	US	47	1	0	Mar-31
36477	Tennessee	US	0	0	0	Mar-31
36478	Montana	US	3	0	0	Mar-31
36479	Ohio	US	5	0	0	Mar-31
36480	Indiana	US	18	1	0	Mar-31
36481	New York	US	16	0	0	Mar-31
36482	Ohio	US	42	1	0	Mar-31
36483	Oklahoma	US	7	0	0	Mar-31
36484	Pennsylvania	US	338	5	0	Mar-31
36485	Colorado	US	1	0	0	Mar-31
36486	Michigan	US	1	0	0	Mar-31
36487	Texas	US	206	4	0	Mar-31
36488	Colorado	US	539	7	0	Mar-31
36489	Iowa	US	1	0	0	Mar-31
36490	Oregon	US	24	0	0	Mar-31
36491	Arkansas	US	2	0	0	Mar-31
36492	South Dakota	US	1	0	0	Mar-31
36493	Iowa	US	1	0	0	Mar-31
36494	Michigan	US	0	0	0	Mar-31
36495	Tennessee	US	17	0	0	Mar-31
36496	South Carolina	US	1	0	0	Mar-31
36497	District of Columbia	US	495	9	0	Mar-31
36498	North Dakota	US	1	0	0	Mar-31
36499	Georgia	US	2	0	0	Mar-31
36500	Minnesota	US	8	0	0	Mar-31
36501	Nebraska	US	3	0	0	Mar-31
36502	Wisconsin	US	10	0	0	Mar-31
36503	New Mexico	US	18	0	0	Mar-31
36504	Kansas	US	1	0	0	Mar-31
36505	Texas	US	1	0	0	Mar-31
36506	Georgia	US	6	0	0	Mar-31
36507	Wisconsin	US	1	0	0	Mar-31
36508	South Carolina	US	17	0	0	Mar-31
36509	Georgia	US	462	18	0	Mar-31
36510	Colorado	US	141	0	0	Mar-31
36511	Georgia	US	50	1	0	Mar-31
36512	Illinois	US	3	0	0	Mar-31
36513	Kansas	US	24	0	0	Mar-31
36514	Minnesota	US	1	0	0	Mar-31
36515	Nebraska	US	85	1	0	Mar-31
36516	Nevada	US	6	0	0	Mar-31
36517	Oregon	US	9	0	0	Mar-31
36518	Washington	US	5	0	0	Mar-31
36519	Wisconsin	US	6	0	0	Mar-31
36520	Arkansas	US	1	0	0	Mar-31
36521	Illinois	US	356	10	0	Mar-31
36522	Indiana	US	3	0	0	Mar-31
36523	Iowa	US	21	1	0	Mar-31
36524	Massachusetts	US	8	0	0	Mar-31
36525	Missouri	US	6	0	0	Mar-31
36526	North Dakota	US	1	0	0	Mar-31
36527	Wisconsin	US	3	0	0	Mar-31
36528	North Carolina	US	1	0	0	Mar-31
36529	North Carolina	US	122	0	0	Mar-31
36530	New York	US	484	3	0	Mar-31
36531	Florida	US	207	4	0	Mar-31
36532	Tennessee	US	3	0	0	Mar-31
36533	Colorado	US	227	4	0	Mar-31
36534	Georgia	US	28	1	0	Mar-31
36535	Louisiana	US	228	9	0	Mar-31
36536	Louisiana	US	1	0	0	Mar-31
36537	Louisiana	US	9	0	0	Mar-31
36538	Texas	US	4	0	0	Mar-31
36539	Michigan	US	21	0	0	Mar-31
36540	Wisconsin	US	11	0	0	Mar-31
36541	Texas	US	10	0	0	Mar-31
36542	New Mexico	US	4	1	0	Mar-31
36543	North Carolina	US	3	0	0	Mar-31
36544	South Carolina	US	2	0	0	Mar-31
36545	Kentucky	US	2	0	0	Mar-31
36546	Georgia	US	4	0	0	Mar-31
36547	California	US	15	0	0	Mar-31
36548	Colorado	US	286	13	0	Mar-31
36549	Texas	US	53	0	0	Mar-31
36550	Colorado	US	5	0	0	Mar-31
36551	Indiana	US	20	1	0	Mar-31
36552	Nevada	US	5	0	0	Mar-31
36553	Texas	US	20	0	0	Mar-31
36554	Alabama	US	13	0	0	Mar-31
36555	Idaho	US	1	0	0	Mar-31
36556	Georgia	US	1	0	0	Mar-31
36557	Michigan	US	5	0	0	Mar-31
36558	Texas	US	5	1	0	Mar-31
36559	New York	US	499	8	0	Mar-31
36560	Ohio	US	5	1	0	Mar-31
36561	Pennsylvania	US	14	0	0	Mar-31
36562	Alabama	US	1	0	0	Mar-31
36563	Florida	US	94	0	0	Mar-31
36564	Massachusetts	US	784	12	0	Mar-31
36565	New Jersey	US	1900	4	0	Mar-31
36566	New York	US	5	0	0	Mar-31
36567	Alabama	US	8	0	0	Mar-31
36568	Louisiana	US	10	0	0	Mar-31
36569	Alaska	US	30	0	0	Mar-31
36570	Virginia	US	244	2	0	Mar-31
36571	Virginia	US	1	0	0	Mar-31
36572	Connecticut	US	1870	38	0	Mar-31
36573	Ohio	US	14	0	0	Mar-31
36574	South Carolina	US	6	0	0	Mar-31
36575	South Dakota	US	1	0	0	Mar-31
36576	Texas	US	1	0	0	Mar-31
36577	Georgia	US	5	0	0	Mar-31
36578	Texas	US	1	0	0	Mar-31
36579	Minnesota	US	2	0	0	Mar-31
36580	South Dakota	US	1	0	0	Mar-31
36581	Arkansas	US	36	1	0	Mar-31
36582	Virginia	US	7	0	0	Mar-31
36583	Alabama	US	1	0	0	Mar-31
36584	Georgia	US	45	4	0	Mar-31
36585	Illinois	US	1	0	0	Mar-31
36586	Indiana	US	9	1	0	Mar-31
36587	Iowa	US	2	0	0	Mar-31
36588	Kentucky	US	110	2	0	Mar-31
36589	Ohio	US	1	0	0	Mar-31
36590	Pennsylvania	US	14	0	0	Mar-31
36591	Tennessee	US	12	0	0	Mar-31
36592	Texas	US	2	0	0	Mar-31
36593	Tennessee	US	1	0	0	Mar-31
36594	Washington	US	1	0	0	Mar-31
36595	Minnesota	US	8	0	0	Mar-31
36596	Kansas	US	1	0	0	Mar-31
36597	Florida	US	18	0	0	Mar-31
36598	Montana	US	11	0	0	Mar-31
36599	South Carolina	US	19	3	0	Mar-31
36600	Georgia	US	35	2	0	Mar-31
36601	Indiana	US	21	0	0	Mar-31
36602	Virginia	US	3	0	0	Mar-31
36603	Wisconsin	US	22	2	0	Mar-31
36604	Illinois	US	1	0	0	Mar-31
36605	Kansas	US	1	0	0	Mar-31
36606	Mississippi	US	21	0	0	Mar-31
36607	Georgia	US	47	1	0	Mar-31
36608	North Carolina	US	42	1	0	Mar-31
36609	Texas	US	163	2	0	Mar-31
36610	North Dakota	US	1	0	0	Mar-31
36611	Indiana	US	1	0	0	Mar-31
36612	Alabama	US	3	0	0	Mar-31
36613	Georgia	US	4	0	0	Mar-31
36614	Illinois	US	1	0	0	Mar-31
36615	Indiana	US	35	4	0	Mar-31
36616	Kansas	US	7	0	0	Mar-31
36617	Kentucky	US	6	0	0	Mar-31
36618	Louisiana	US	5	0	0	Mar-31
36619	Maine	US	2	0	0	Mar-31
36620	Massachusetts	US	61	4	0	Mar-31
36621	Mississippi	US	3	0	0	Mar-31
36622	Missouri	US	13	0	0	Mar-31
36623	New York	US	6	0	0	Mar-31
36624	North Carolina	US	11	0	0	Mar-31
36625	Ohio	US	325	3	0	Mar-31
36626	Pennsylvania	US	19	0	0	Mar-31
36627	Tennessee	US	5	0	0	Mar-31
36628	Texas	US	1	0	0	Mar-31
36629	Vermont	US	13	0	0	Mar-31
36630	Virginia	US	5	0	0	Mar-31
36631	Washington	US	33	0	0	Mar-31
36632	Virginia	US	1	0	0	Mar-31
36633	Maryland	US	33	0	0	Mar-31
36634	Virginia	US	12	0	0	Mar-31
36635	Virginia	US	1	0	0	Mar-31
36636	Colorado	US	2	0	0	Mar-31
36637	Idaho	US	1	0	0	Mar-31
36638	Wyoming	US	25	0	0	Mar-31
36639	California	US	53	0	0	Mar-31
36640	Georgia	US	570	17	0	Mar-31
36641	Indiana	US	1	0	0	Mar-31
36642	New York	US	1	0	0	Mar-31
36643	Ohio	US	2	0	0	Mar-31
36644	Florida	US	1	0	0	Mar-31
36645	Texas	US	1	0	0	Mar-31
36646	Virginia	US	1	0	0	Mar-31
36647	Montana	US	74	0	0	Mar-31
36648	Ohio	US	1	1	0	Mar-31
36649	Texas	US	92	0	0	Mar-31
36650	Colorado	US	33	1	0	Mar-31
36651	Oklahoma	US	2	0	0	Mar-31
36652	Utah	US	1	0	0	Mar-31
36653	Arkansas	US	31	0	0	Mar-31
36654	Maryland	US	3	0	0	Mar-31
36655	Oklahoma	US	6	0	0	Mar-31
36656	North Carolina	US	27	0	0	Mar-31
36657	Ohio	US	24	0	0	Mar-31
36658	Idaho	US	4	0	0	Mar-31
36659	Michigan	US	185	7	0	Mar-31
36660	New York	US	11	1	0	Mar-31
36661	Mississippi	US	3	0	0	Mar-31
36662	South Carolina	US	13	0	0	Mar-31
36663	Indiana	US	4	0	0	Mar-31
36664	Tennessee	US	6	0	0	Mar-31
36665	Arizona	US	1	0	0	Mar-31
36666	Tennessee	US	3	0	0	Mar-31
36667	Texas	US	1	0	0	Mar-31
36668	Georgia	US	1	0	0	Mar-31
36669	Florida	US	3	1	0	Mar-31
36670	Michigan	US	2	0	0	Mar-31
36671	California	US	2	0	0	Mar-31
36672	New Jersey	US	114	0	0	Mar-31
36673	Virginia	US	7	0	0	Mar-31
36674	Georgia	US	17	0	0	Mar-31
36675	Michigan	US	2	1	0	Mar-31
36676	Virginia	US	7	0	0	Mar-31
36677	Minnesota	US	3	0	0	Mar-31
36678	Georgia	US	16	2	0	Mar-31
36679	Wyoming	US	1	0	0	Mar-31
36680	Nebraska	US	1	0	0	Mar-31
36681	Kansas	US	1	0	0	Mar-31
36682	Georgia	US	1	0	0	Mar-31
36683	Oklahoma	US	2	0	0	Mar-31
36684	New Hampshire	US	34	0	0	Mar-31
36685	Arizona	US	2	0	0	Mar-31
36686	Colorado	US	4	0	0	Mar-31
36687	Utah	US	1	0	0	Mar-31
36688	North Dakota	US	2	0	0	Mar-31
36689	Michigan	US	7	0	0	Mar-31
36690	Arkansas	US	3	0	0	Mar-31
36691	Indiana	US	7	0	0	Mar-31
36692	Kentucky	US	1	0	0	Mar-31
36693	Louisiana	US	2	0	0	Mar-31
36694	North Dakota	US	1	0	0	Mar-31
36695	Oregon	US	1	0	0	Mar-31
36696	Washington	US	63	1	0	Mar-31
36697	Wisconsin	US	2	0	0	Mar-31
36698	North Carolina	US	9	0	0	Mar-31
36699	Michigan	US	3	0	0	Mar-31
36700	Washington	US	2	0	0	Mar-31
36701	Kentucky	US	2	0	0	Mar-31
36702	Texas	US	7	0	0	Mar-31
36703	Wisconsin	US	6	0	0	Mar-31
36704	West Virginia	US	3	0	0	Mar-31
36705	Alabama	US	3	0	0	Mar-31
36706	Arkansas	US	1	0	0	Mar-31
36707	Georgia	US	7	0	0	Mar-31
36708	Indiana	US	2	0	0	Mar-31
36709	Missouri	US	48	4	0	Mar-31
36710	New York	US	10	0	0	Mar-31
36711	North Carolina	US	3	0	0	Mar-31
36712	Ohio	US	6	1	0	Mar-31
36713	Pennsylvania	US	9	0	0	Mar-31
36714	Tennessee	US	12	0	0	Mar-31
36715	Virginia	US	1	0	0	Mar-31
36716	Arizona	US	1	0	0	Mar-31
36717	Virginia	US	3	0	0	Mar-31
36718	South Carolina	US	106	1	0	Mar-31
36719	South Carolina	US	5	0	0	Mar-31
36720	Texas	US	5	0	0	Mar-31
36721	Mississippi	US	3	0	0	Mar-31
36722	Texas	US	3	0	0	Mar-31
36723	Illinois	US	4	0	0	Mar-31
36724	Tennessee	US	4	0	0	Mar-31
36725	Texas	US	15	0	0	Mar-31
36726	North Carolina	US	50	1	0	Mar-31
36727	Colorado	US	82	1	0	Mar-31
36728	Iowa	US	1	0	0	Mar-31
36729	Georgia	US	238	2	0	Mar-31
36730	Georgia	US	2	0	0	Mar-31
36731	Alabama	US	1	0	0	Mar-31
36732	Texas	US	1	0	0	Mar-31
36733	North Carolina	US	6	0	0	Mar-31
36734	Virginia	US	1	0	0	Mar-31
36735	Georgia	US	66	0	0	Mar-31
36736	Nebraska	US	8	1	0	Mar-31
36737	Tennessee	US	2	0	0	Mar-31
36738	Indiana	US	127	0	0	Mar-31
36739	New York	US	2	0	0	Mar-31
36740	Ohio	US	124	0	0	Mar-31
36741	Tennessee	US	50	3	0	Mar-31
36742	South Dakota	US	1	0	0	Mar-31
36743	Massachusetts	US	354	11	0	Mar-31
36744	Massachusetts	US	69	1	0	Mar-31
36745	Virginia	US	13	1	0	Mar-31
36746	Indiana	US	26	2	0	Mar-31
36747	Iowa	US	3	0	0	Mar-31
36748	Kentucky	US	1	0	0	Mar-31
36749	Mississippi	US	16	1	0	Mar-31
36750	Ohio	US	5	0	0	Mar-31
36751	West Virginia	US	3	0	0	Mar-31
36752	Virginia	US	6	0	0	Mar-31
36753	Georgia	US	4	0	0	Mar-31
36754	Tennessee	US	1	0	0	Mar-31
36755	Iowa	US	1	0	0	Mar-31
36756	Kentucky	US	6	0	0	Mar-31
36757	Tennessee	US	1	0	0	Mar-31
36758	Texas	US	12	0	0	Mar-31
36759	West Virginia	US	1	0	0	Mar-31
36760	Maryland	US	25	0	0	Mar-31
36761	North Carolina	US	18	1	0	Mar-31
36762	Georgia	US	4	0	0	Mar-31
36763	Texas	US	680	6	0	Mar-31
36764	Indiana	US	15	0	0	Mar-31
36765	Iowa	US	9	0	0	Mar-31
36766	Kentucky	US	11	0	0	Mar-31
36767	Mississippi	US	45	1	0	Mar-31
36768	Missouri	US	1	0	0	Mar-31
36769	Texas	US	1	0	0	Mar-31
36770	West Virginia	US	11	0	0	Mar-31
36771	Virginia	US	6	0	0	Mar-31
36772	Georgia	US	4	0	0	Mar-31
36773	Connecticut	US	393	7	0	Mar-31
36774	Kansas	US	1	0	0	Mar-31
36775	Hawaii	US	15	0	0	Mar-31
36776	Tennessee	US	4	0	0	Mar-31
36777	Texas	US	38	0	0	Mar-31
36778	Tennessee	US	2	0	0	Mar-31
36779	Georgia	US	1	1	0	Mar-31
36780	Arkansas	US	1	0	0	Mar-31
36781	Kentucky	US	5	0	0	Mar-31
36782	North Carolina	US	18	0	0	Mar-31
36783	Texas	US	1	0	0	Mar-31
36784	Indiana	US	70	1	0	Mar-31
36785	Florida	US	4	0	0	Mar-31
36786	Minnesota	US	204	5	0	Mar-31
36787	Virginia	US	62	2	0	Mar-31
36788	Georgia	US	78	2	0	Mar-31
36789	Illinois	US	2	0	0	Mar-31
36790	Indiana	US	1	0	0	Mar-31
36791	Iowa	US	3	0	0	Mar-31
36792	Missouri	US	1	1	0	Mar-31
36793	Tennessee	US	1	0	0	Mar-31
36794	Virginia	US	1	0	0	Mar-31
36795	New York	US	12	2	0	Mar-31
36796	Florida	US	24	0	0	Mar-31
36797	North Carolina	US	4	0	0	Mar-31
36798	Texas	US	38	0	0	Mar-31
36799	Ohio	US	1	0	0	Mar-31
36800	Florida	US	17	1	0	Mar-31
36801	Montana	US	1	0	0	Mar-31
36802	Texas	US	1	0	0	Mar-31
36803	Florida	US	305	3	0	Mar-31
36804	New Hampshire	US	99	2	0	Mar-31
36805	Michigan	US	14	1	0	Mar-31
36806	Mississippi	US	90	0	0	Mar-31
36807	Colorado	US	1	0	0	Mar-31
36808	Texas	US	7	0	0	Mar-31
36809	North Carolina	US	4	0	0	Mar-31
36810	Florida	US	1	0	0	Mar-31
36811	Mississippi	US	15	1	0	Mar-31
36812	Ohio	US	1	0	0	Mar-31
36813	Hawaii	US	139	0	0	Mar-31
36814	Texas	US	6	0	0	Mar-31
36815	Oregon	US	3	0	0	Mar-31
36816	Virginia	US	4	0	0	Mar-31
36817	Kentucky	US	17	1	0	Mar-31
36818	Texas	US	2	0	0	Mar-31
36819	South Carolina	US	37	3	0	Mar-31
36820	Arkansas	US	1	0	0	Mar-31
36821	Michigan	US	1	0	0	Mar-31
36822	Alabama	US	9	0	0	Mar-31
36823	Georgia	US	29	2	0	Mar-31
36824	Tennessee	US	1	0	0	Mar-31
36825	Arkansas	US	1	0	0	Mar-31
36826	Indiana	US	16	1	0	Mar-31
36827	Maryland	US	117	2	0	Mar-31
36828	New Jersey	US	1606	2	0	Mar-31
36829	Colorado	US	1	0	0	Mar-31
36830	South Dakota	US	1	0	0	Mar-31
36831	California	US	21	0	0	Mar-31
36832	Nevada	US	3	0	0	Mar-31
36833	Mississippi	US	3	0	0	Mar-31
36834	Tennessee	US	2	0	0	Mar-31
36835	Texas	US	4	0	0	Mar-31
36836	New Jersey	US	97	0	0	Mar-31
36837	Pennsylvania	US	1	0	0	Mar-31
36838	Indiana	US	2	0	0	Mar-31
36839	Michigan	US	3	0	0	Mar-31
36840	Ohio	US	4	1	0	Mar-31
36841	South Dakota	US	2	0	0	Mar-31
36842	Louisiana	US	36	0	0	Mar-31
36843	Louisiana	US	35	3	0	Mar-31
36844	Idaho	US	1	0	0	Mar-31
36845	California	US	33	0	0	Mar-31
36846	Arkansas	US	3	0	0	Mar-31
36847	Florida	US	33	0	0	Mar-31
36848	Pennsylvania	US	6	0	0	Mar-31
36849	Michigan	US	91	0	0	Mar-31
36850	California	US	8	0	0	Mar-31
36851	Michigan	US	4	0	0	Mar-31
36852	Michigan	US	1	0	0	Mar-31
36853	Iowa	US	4	0	0	Mar-31
36854	Wisconsin	US	3	0	0	Mar-31
36855	North Carolina	US	25	0	0	Mar-31
36856	Utah	US	6	0	0	Mar-31
36857	Wisconsin	US	1	1	0	Mar-31
36858	Illinois	US	2	0	0	Mar-31
36859	Georgia	US	3	0	0	Mar-31
36860	Michigan	US	6	1	0	Mar-31
36861	Minnesota	US	2	0	0	Mar-31
36862	Washington	US	106	3	0	Mar-31
36863	Virginia	US	4	0	0	Mar-31
36864	Minnesota	US	1	0	0	Mar-31
36865	Mississippi	US	3	0	0	Mar-31
36866	Alabama	US	8	1	0	Mar-31
36867	Florida	US	2	0	0	Mar-31
36868	Georgia	US	8	0	0	Mar-31
36869	Illinois	US	4	0	0	Mar-31
36870	Indiana	US	8	0	0	Mar-31
36871	Iowa	US	1	0	0	Mar-31
36872	Kansas	US	1	0	0	Mar-31
36873	Louisiana	US	3	0	0	Mar-31
36874	Michigan	US	47	1	0	Mar-31
36875	Minnesota	US	1	0	0	Mar-31
36876	Mississippi	US	40	0	0	Mar-31
36877	Missouri	US	77	1	0	Mar-31
36878	North Carolina	US	1	0	0	Mar-31
36879	Oklahoma	US	1	0	0	Mar-31
36880	Oregon	US	21	0	0	Mar-31
36881	Texas	US	1	0	0	Mar-31
36882	West Virginia	US	9	0	0	Mar-31
36883	Wisconsin	US	2	0	0	Mar-31
36884	Virginia	US	89	2	0	Mar-31
36885	Georgia	US	2	0	0	Mar-31
36886	Indiana	US	8	1	0	Mar-31
36887	Iowa	US	6	0	0	Mar-31
36888	Missouri	US	7	0	0	Mar-31
36889	South Carolina	US	3	0	0	Mar-31
36890	Texas	US	1	0	0	Mar-31
36891	Georgia	US	0	0	0	Mar-31
36892	Alabama	US	270	0	0	Mar-31
36893	Arkansas	US	33	0	0	Mar-31
36894	Colorado	US	304	6	0	Mar-31
36895	Georgia	US	2	0	0	Mar-31
36896	Idaho	US	2	0	0	Mar-31
36897	Indiana	US	1	0	0	Mar-31
36898	Kansas	US	1	0	0	Mar-31
36899	Kentucky	US	206	3	0	Mar-31
36900	Louisiana	US	1193	57	0	Mar-31
36901	Mississippi	US	1	0	0	Mar-31
36902	Missouri	US	30	0	0	Mar-31
36903	Montana	US	2	0	0	Mar-31
36904	New York	US	11	0	0	Mar-31
36905	Ohio	US	11	0	0	Mar-31
36906	Tennessee	US	6	0	0	Mar-31
36907	Texas	US	18	1	0	Mar-31
36908	Washington	US	16	0	0	Mar-31
36909	West Virginia	US	8	0	0	Mar-31
36910	Wisconsin	US	11	0	0	Mar-31
36911	Louisiana	US	5	0	0	Mar-31
36912	Georgia	US	1	0	0	Mar-31
36913	Indiana	US	15	0	0	Mar-31
36914	Idaho	US	2	0	0	Mar-31
36915	Kentucky	US	13	0	0	Mar-31
36916	Illinois	US	1	0	0	Mar-31
36917	Arkansas	US	1	0	0	Mar-31
36918	Georgia	US	1	0	0	Mar-31
36919	Indiana	US	101	3	0	Mar-31
36920	Iowa	US	73	0	0	Mar-31
36921	Kansas	US	134	2	0	Mar-31
36922	Missouri	US	19	0	0	Mar-31
36923	Tennessee	US	2	0	0	Mar-31
36924	Texas	US	8	1	0	Mar-31
36925	Wyoming	US	7	0	0	Mar-31
36926	North Carolina	US	14	1	0	Mar-31
36927	Georgia	US	3	0	0	Mar-31
36928	Iowa	US	4	0	0	Mar-31
